  2.0000000e+000  9.8642857e-001  3.6313652e-003  1.3186813e-005
  4.0000000e+000  9.8338235e-001  1.0129509e-002  1.0260695e-004
  6.0000000e+000  9.7375000e-001  1.1505927e-002  1.3238636e-004
  8.0000000e+000  9.6833333e-001  2.1549195e-002  4.6436782e-004
  1.0000000e+001  9.6200000e-001  1.1832160e-002  1.4000000e-004
  1.2000000e+001  9.3365385e-001  1.0900970e-001  1.1883115e-002
  1.4000000e+001  8.8125000e-001  1.7237314e-001  2.9712500e-002
  1.6000000e+001  6.8909091e-001  3.4195042e-001  1.1693009e-001
  1.8000000e+001  7.5000000e-001  3.3297362e-001  1.1087143e-001
  2.0000000e+001  5.9375000e-001  3.3440393e-001  1.1182599e-001
  2.2000000e+001  5.5714286e-001  4.1689184e-001  1.7379881e-001
  2.4000000e+001  1.9222222e-001  3.3776176e-001  1.1408301e-001
  2.6000000e+001  4.5357143e-001  4.1638038e-001  1.7337262e-001
  2.8000000e+001  1.1250000e-002  2.1641010e-002  4.6833333e-004
  3.0000000e+001  6.5714286e-002  1.5051103e-001  2.2653571e-002
  3.2000000e+001  6.4666667e-002  1.4037535e-001  1.9705238e-002
  3.4000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  3.6000000e+001  3.0357143e-002  1.0930663e-001  1.1947940e-002
  3.8000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.0000000e+001  8.3333333e-004  2.8867513e-003  8.3333333e-006
  4.2000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.4000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.6000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.8000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.2000000e+001  1.6666667e-003  4.0824829e-003  1.6666667e-005
  5.4000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.6000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.8000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  6.0000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  6.2000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000

