0	0	532
8	0	515
16	0	535
24	0	534
32	0	536
40	0	516
48	0	537
0	8	523
10	6	551
24	6	513
38	6	543
52	6	557
14	10	552
0	16	517
21	16	547
14	20	549
60	20	554
0	24	533
20	22	546
26	21	542
38	24	538
40	24	540
0	32	527
14	32	544
34	36	514
0	40	525
20	38	539
48	40	556
26	42	531
14	44	558
20	43	512
0	48	530
38	52	519
0	56	522
14	54	559
26	56	550
10	56	555
0	64	528
8	64	524
16	64	529
24	64	526
36	64	518
48	64	520
56	64	521
