3,3,848
3,4,842
3,5,842
3,6,826
3,8,810
2,7,391
2,8,424
2,10,391
2,11,413
2,12,413
4,8,619
4,10,592
4,11,603
4,12,636
4,13,636
1,8,728
1,10,734
1,11,728
1,12,706
1,13,744
3,10,853
3,11,837
3,12,859
3,13,810
3,15,804
2,13,391
2,15,391
2,16,418
2,17,413
2,18,429
1,15,739
1,16,679
1,17,744
1,18,201
1,19,668
4,15,581
4,16,619
4,17,609
4,18,581
4,19,603
3,16,815
3,17,799
3,18,804
3,19,739
3,20,766
1,20,652
1,21,663
1,22,696
1,23,652
1,24,701
4,20,570
4,21,581
4,22,587
4,23,565
4,24,581
2,19,440
2,20,407
2,21,418
2,23,445
2,24,456
3,21,739
3,22,761
3,23,761
3,24,750
3,25,712
4,25,527
4,26,543
4,28,516
4,29,543
4,30,549
2,25,483
2,27,462
2,28,473
2,29,467
2,30,478
1,25,641
1,26,663
1,28,657
1,29,598
1,30,652
3,27,728
3,28,668
3,29,723
3,30,696
3,31,685
2,31,489
2,32,500
2,33,478
2,34,511
2,35,505
4,32,505
4,33,522
4,34,532
4,35,494
4,36,549
3,32,668
3,33,674
3,34,647
3,36,619
3,37,630
2,36,516
2,37,483
2,38,489
2,39,527
2,40,543
1,37,609
1,38,592
1,39,641
1,40,587
1,41,581
3,38,581
3,39,570
3,40,598
3,41,565
3,42,603
4,37,527
4,38,527
4,39,538
4,40,538
4,41,532
2,41,543
2,42,570
2,43,587
2,44,598
2,45,554
4,42,522
4,43,532
4,44,565
4,45,538
4,46,538
1,42,565
1,43,630
1,44,576
1,45,255
1,46,570
3,43,560
3,44,527
3,45,554
3,46,516
3,47,565
2,46,609
2,47,625
2,48,614
2,50,652
2,51,652
4,47,549
4,48,527
4,50,570
4,51,549
4,53,543
3,48,522
3,50,478
3,51,489
3,53,500
3,54,473
1,47,609
1,48,581
1,50,587
1,51,592
1,53,609
2,53,668
2,54,641
2,55,674
2,57,701
2,58,657
4,54,560
4,55,549
4,57,554
4,58,570
4,59,592
1,54,581
1,55,619
1,57,647
1,58,554
1,59,598
3,55,445
3,57,435
3,58,418
3,59,407
3,60,445
4,60,592
4,61,619
4,62,630
4,63,609
4,64,587
2,59,728
2,60,728
2,62,717
2,63,696
2,64,739
2,65,772
2,66,750
2,67,793
2,68,739
2,69,804
4,65,625
4,66,657
4,68,657
4,69,619
4,70,657
1,66,625
1,68,630
1,69,609
1,70,647
1,71,679
3,68,358
3,69,364
3,70,396
3,71,386
3,72,380
2,70,826
2,71,766
2,72,799
2,73,821
2,74,804
4,71,636
4,72,679
4,73,663
4,74,679
4,75,674
1,72,652
1,73,647
1,74,609
1,75,641
1,76,679
3,73,369
3,74,358
3,75,380
3,76,391
3,78,396
4,76,734
4,78,674
4,79,728
4,80,744
4,81,728
1,78,679
1,79,706
1,80,706
1,81,701
1,82,663
3,79,353
3,80,375
3,81,353
3,82,402
3,83,358
2,81,902
2,82,897
2,83,853
2,84,902
2,86,837
4,82,701
4,83,734
4,84,750
4,86,761
4,87,734
1,83,706
1,84,696
1,86,674
1,87,690
1,88,663
3,84,396
3,86,358
3,87,413
3,88,348
3,89,396
2,87,864
2,88,859
2,89,848
2,90,891
2,92,870
4,88,750
4,89,706
4,90,744
4,92,761
4,93,717
1,89,728
1,90,712
1,92,717
1,93,717
1,94,674
3,90,358
3,92,380
3,93,369
3,94,380
3,95,413
2,93,875
2,94,902
2,95,859
2,96,902
2,98,875
