3,5,929
3,7,880
3,8,918
3,9,908
3,12,929
2,5,696
2,7,761
2,8,717
2,9,734
2,12,723
1,8,456
1,9,424
1,12,396
1,14,429
1,15,429
4,8,1016
4,9,1054
4,12,1000
4,14,1000
4,15,1049
3,14,891
3,15,886
3,16,880
3,17,891
3,18,924
2,14,712
2,15,761
2,16,744
2,18,744
2,19,755
4,16,1065
4,17,1000
4,18,1038
4,19,1011
4,21,1049
3,19,924
3,21,913
3,23,897
3,24,870
3,26,870
2,21,734
2,23,750
2,24,706
2,26,696
2,28,734
4,23,1038
4,24,1016
4,26,1054
4,28,1016
4,29,1065
1,23,396
1,24,407
1,26,440
1,28,424
1,29,445
3,28,924
3,29,880
3,30,886
3,32,886
3,33,864
4,30,1027
4,31,1054
4,32,1011
4,33,1038
4,34,995
3,34,924
3,35,897
3,36,913
3,37,891
3,38,880
2,35,696
2,36,657
2,37,690
2,38,657
2,39,696
4,35,995
4,36,1033
4,37,989
4,38,962
4,39,984
1,36,375
1,37,402
1,38,435
1,39,375
1,40,386
3,39,891
3,40,870
3,41,918
3,42,880
3,43,859
4,40,989
4,41,1022
4,42,951
4,43,1011
4,44,940
1,41,418
1,42,386
1,43,386
1,44,364
1,45,418
2,41,657
2,42,674
2,43,657
2,44,647
2,45,647
3,44,864
3,45,891
3,46,826
3,47,826
3,48,870
4,45,973
4,46,962
4,47,978
4,48,924
4,49,940
2,46,652
2,47,619
2,48,603
2,49,598
2,51,592
1,46,380
1,47,353
1,48,396
1,49,413
1,51,407
3,49,804
3,51,853
3,52,799
3,54,831
3,57,761
4,51,940
4,52,929
4,54,842
4,57,799
4,58,826
2,52,532
2,54,565
2,57,489
2,58,543
2,59,532
4,59,842
4,60,766
4,61,772
4,62,793
4,63,750
3,58,804
3,59,750
3,61,712
3,62,712
3,63,701
1,61,402
1,62,391
1,63,391
1,65,375
1,66,424
2,61,489
2,62,532
2,63,549
2,65,505
2,66,543
4,65,772
4,66,750
4,67,717
4,68,734
4,69,750
3,65,712
3,66,674
3,67,625
3,68,636
3,69,657
1,67,391
1,68,435
1,69,440
1,71,418
1,72,386
2,67,543
2,68,560
2,69,554
2,71,592
2,73,592
3,71,609
3,72,592
3,73,581
3,74,570
3,76,587
4,71,706
4,73,739
4,74,696
4,76,685
4,77,701
1,73,396
1,74,456
1,76,413
1,78,467
1,79,440
2,74,614
2,76,652
2,78,641
2,79,641
2,80,641
3,78,603
3,79,516
3,80,538
3,81,522
3,82,516
4,78,728
4,79,723
4,80,734
4,81,701
4,82,701
1,80,445
1,81,500
1,82,489
1,83,473
1,84,478
2,81,706
2,82,696
2,83,706
2,84,679
2,85,679
3,83,505
3,84,543
3,85,560
3,86,522
3,87,532
4,83,728
4,84,723
4,85,739
4,86,701
4,87,690
1,85,435
1,86,462
1,87,424
1,88,435
1,89,473
3,88,516
3,89,522
3,90,516
3,91,532
3,92,549
4,88,701
4,89,728
4,90,744
4,91,685
4,92,723
1,90,483
1,91,435
1,92,451
1,93,467
1,94,483
2,91,679
2,92,647
2,93,712
2,94,701
2,96,728
3,93,543
3,94,527
3,95,478
3,97,538
3,98,489
4,93,728
4,94,734
4,95,690
4,97,739
4,98,723
1,95,489
1,97,516
1,98,527
1,99,516
1,100,554
2,97,744
2,98,734
2,99,744
2,100,739
2,102,734
3,99,527
3,100,462
3,102,451
3,103,478
3,104,435
1,101,560
1,102,500
1,103,522
1,104,549
1,105,549
4,104,723
4,105,772
4,106,750
4,107,706
4,108,739
3,105,456
3,106,451
3,107,478
3,108,418
3,109,429
1,106,560
1,107,560
1,108,630
1,109,603
1,110,641
2,108,831
2,109,804
2,110,864
2,111,837
2,112,842
4,109,783
4,110,777
4,111,734
4,112,750
4,113,712
3,110,413
3,111,429
3,112,391
3,113,424
3,114,391
1,111,657
1,112,511
1,113,663
1,114,657
1,115,679
2,113,821
2,114,875
2,115,880
2,117,864
2,118,842
4,114,723
4,115,750
4,117,783
4,118,728
4,119,750
3,115,386
3,117,386
3,118,435
3,119,402
3,120,429
1,117,647
1,118,647
1,119,696
1,120,652
1,121,647
2,119,880
2,120,853
2,121,891
2,122,864
2,124,929
3,121,402
3,122,396
3,124,402
3,125,396
3,126,396
1,122,706
1,124,717
1,125,679
1,126,679
1,127,744
4,120,739
4,121,766
4,124,750
4,125,744
4,126,712
2,125,908
2,126,935
2,127,891
2,128,940
2,129,924
3,127,353
3,128,353
3,129,380
3,130,380
3,131,364
1,128,734
1,129,712
1,130,717
1,131,723
1,132,755
4,127,755
4,128,717
4,129,783
4,130,744
4,131,739
2,130,918
2,131,946
2,132,973
2,133,967
2,134,984
4,132,744
4,133,766
4,134,750
4,141,701
4,142,723
3,132,348
3,133,402
3,134,386
3,141,435
3,142,402
1,133,815
1,134,799
1,141,875
1,142,880
1,143,853
2,141,1016
2,142,989
2,143,1038
2,144,1016
2,145,1038
3,143,440
3,144,386
3,145,429
3,146,391
3,147,369
4,143,706
4,144,696
4,145,723
4,146,674
4,147,696
1,144,902
1,145,891
1,146,902
1,147,897
1,148,891
2,146,984
2,147,1000
2,148,978
2,149,984
2,150,1000
4,148,663
4,149,630
4,150,679
4,151,619
4,152,619
1,149,826
1,150,870
1,151,870
1,152,902
1,153,859
2,151,989
2,152,962
2,153,935
2,154,973
2,155,957
4,153,636
4,154,609
4,155,641
4,157,641
4,158,603
3,153,429
3,154,402
3,155,435
3,157,380
3,158,413
1,154,875
1,155,902
1,157,913
1,158,891
1,160,875
2,157,962
2,158,978
2,160,935
2,161,973
2,162,929
3,160,407
3,161,386
3,162,424
3,163,435
3,164,413
1,161,853
1,162,870
1,163,859
1,164,880
1,165,842
2,163,897
2,164,940
2,165,891
2,166,929
2,167,891
3,165,435
3,166,380
3,167,407
3,169,407
3,170,435
4,165,592
4,166,592
4,167,570
4,169,560
4,170,543
1,166,810
1,167,489
1,169,870
1,170,842
1,171,821
2,169,859
2,170,891
2,171,837
2,172,853
