0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 0 0 2 2 2 2 4 2 2 2 2 3 4 4 3 4 
0 2 2 2 2 0 0 0 0 5 5 4 2 2 4 4 4 4 4 3 
0 2 2 4 2 2 2 2 0 0 4 2 5 4 4 6 6 8 5 5 
0 2 4 4 5 6 4 2 2 0 2 2 2 5 5 5 6 6 7 7 
0 4 4 6 4 6 4 4 2 0 0 0 2 3 3 4 5 6 6 8 
0 2 4 6 8 6 6 5 3 2 2 1 1 1 1 3 4 5 7 7 
0 4 7 6 8 8 8 6 6 3 3 2 3 2 1 3 3 7 7 7 
0 2 4 6 6 8 8 8 7 6 6 5 2 3 1 3 3 7 5 7 
0 2 4 4 7 8 10 8 9 8 6 5 5 3 1 1 1 3 5 8 
0 2 4 5 6 7 12 9 9 8 6 7 6 7 3 3 1 3 5 3 
0 4 2 5 7 9 9 12 9 8 8 9 7 5 5 3 1 1 1 3 
0 2 4 5 7 8 10 12 11 9 9 9 9 7 5 5 3 3 1 3 
0 2 4 6 7 8 9 12 11 11 9 11 9 7 7 7 5 3 1 3 
0 2 4 7 7 8 9 13 13 12 11 11 9 8 8 7 5 3 1 1 
0 2 4 6 8 8 9 12 13 12 13 12 11 11 9 7 7 3 3 1 
0 2 4 6 8 9 10 12 13 13 13 14 13 11 9 7 5 5 3 5 
0 2 6 6 6 8 10 12 12 14 15 13 13 11 9 9 7 5 5 5 
0 2 4 4 6 8 12 12 16 16 19 17 13 11 11 9 7 7 5 7 
0 2 4 6 8 8 12 16 14 16 19 15 15 14 11 9 9 7 8 7 
